,Nome,Categoria,Preço,Unidades Vendidas,Total,Filial,Forma de Pagamento,Método de Entrega,Data
0,Chocolate,Alimentos,3.15,23,72.45,SP,Débito,Retirada,2014-11-23
0,Esquadro,Ferramentas Manuais,24.15,33,796.95,ES,Crédito,PAC,2016-11-19
0,Torradeira,Eletrodomésticos,1233.83,31,38248.73,MG,Boleto,Retirada,2012-04-17
0,Forno elétrico,Eletrodomésticos,710.57,45,31975.65,MG,Boleto,Retirada,2020-10-18
0,Uva,Alimentos,4.32,49,211.68,MS,Pix,PAC,2014-02-01
0,Chave estrela,Ferramentas Manuais,46.35,33,1529.55,MG,Pix,Retirada,2017-04-06
0,Perfume,Cosméticos,48.98,16,783.68,ES,Débito,Sedex,2019-03-05
0,Pregos,Ferramentas Manuais,38.11,16,609.76,MG,Débito,Retirada,2019-08-15
0,Chapéu,Roupas,55.57,16,889.12,PR,Crédito,PAC,2010-08-18
0,Pregos,Ferramentas Manuais,13.13,22,288.86,MS,Pix,Sedex,2021-12-16
0,Chave estrela,Ferramentas Manuais,25.2,1,25.2,RJ,Boleto,Retirada,2015-02-27
0,Lápis de olho,Cosméticos,44.99,36,1619.64,RJ,Crédito,Retirada,2015-09-12
0,Uva,Alimentos,4.68,4,18.72,MS,Débito,PAC,2019-03-17
0,Maçã,Alimentos,5.79,27,156.33,MS,Pix,Sedex,2016-04-01
0,Desodorante,Cosméticos,30.61,34,1040.74,PR,Boleto,PAC,2016-06-26
0,Máquina de lavar roupa,Eletrodomésticos,745.6,17,12675.2,RJ,Boleto,PAC,2018-05-10
0,Ovo,Alimentos,10.53,28,294.84,MS,Crédito,PAC,2020-11-14
0,Geleia,Alimentos,9.71,48,466.08,MS,Boleto,PAC,2018-11-03
0,Vestido,Roupas,240.19,16,3843.04,MG,Boleto,PAC,2011-12-09
0,Sutiã,Roupas,116.26,3,348.78,ES,Débito,Retirada,2020-11-10
0,Batedeira,Eletrodomésticos,1122.09,14,15709.26,RJ,Crédito,Sedex,2015-06-23
0,Esquadro,Ferramentas Manuais,18.93,24,454.32,MS,Pix,PAC,2010-06-08
0,Martelo,Ferramentas Manuais,11.82,42,496.44,MG,Crédito,Sedex,2011-06-28
0,Esmalte,Cosméticos,61.46,43,2642.78,RJ,Boleto,Retirada,2021-07-27
0,Esquadro,Ferramentas Manuais,34.66,21,727.86,ES,Crédito,Sedex,2011-01-05
0,Alho,Alimentos,9.91,33,327.03,PR,Pix,PAC,2013-06-19
0,Sutiã,Roupas,134.48,41,5513.68,MS,Débito,PAC,2022-05-19
0,Grampo,Ferramentas Manuais,13.32,7,93.24,MG,Crédito,Sedex,2011-06-13
0,Camiseta,Roupas,197.74,42,8305.08,PR,Boleto,Sedex,2019-01-29
0,Luvas,Roupas,156.08,43,6711.44,ES,Débito,Retirada,2017-03-20
0,Chocolate,Alimentos,4.21,24,101.04,ES,Crédito,Sedex,2013-05-18
0,Martelo,Ferramentas Manuais,48.35,21,1015.35,MS,Pix,Sedex,2010-07-20
0,Martelo,Ferramentas Manuais,42.44,50,2122.0,MG,Boleto,Sedex,2022-06-08
0,Maçã,Alimentos,3.3,5,16.5,MG,Débito,Sedex,2010-12-12
0,Ar-condicionado,Eletrodomésticos,2730.05,35,95551.75,MG,Boleto,PAC,2019-06-16
0,Serra,Ferramentas Manuais,15.71,19,298.49,RJ,Débito,PAC,2011-08-29
0,Geleia,Alimentos,7.67,45,345.15,MG,Crédito,PAC,2020-10-21
0,Cebola,Alimentos,9.32,9,83.88,RJ,Débito,Retirada,2017-03-02
0,Tesoura,Ferramentas Manuais,24.24,45,1090.8,ES,Débito,Retirada,2010-05-27
0,Shampoo,Cosméticos,58.21,43,2503.03,MS,Boleto,Retirada,2018-09-17
0,Perfume,Cosméticos,23.83,40,953.2,MG,Crédito,Sedex,2014-03-22
0,Pregos,Ferramentas Manuais,48.21,2,96.42,PR,Boleto,Retirada,2017-11-05
0,Meias,Roupas,103.36,25,2584.0,MG,Crédito,Sedex,2012-02-10
0,Jeans,Roupas,63.25,34,2150.5,PR,Pix,Sedex,2022-03-25
0,Enxada,Ferramentas Manuais,27.28,18,491.04,ES,Débito,Sedex,2017-03-18
0,Nível,Ferramentas Manuais,33.34,37,1233.58,SP,Débito,Retirada,2010-05-17
0,Forno elétrico,Eletrodomésticos,1304.33,14,18260.62,RJ,Pix,PAC,2014-10-30
0,Laranja,Alimentos,10.96,49,537.04,PR,Débito,PAC,2021-10-16
0,Sutiã,Roupas,122.55,31,3799.05,PR,Pix,PAC,2020-08-31
0,Tônico facial,Cosméticos,61.42,45,2763.9,ES,Pix,PAC,2018-11-24
0,Meias,Roupas,263.42,19,5004.98,MG,Pix,PAC,2019-07-07
0,Blush,Cosméticos,73.13,22,1608.86,PR,Boleto,Sedex,2010-02-16
0,Martelo,Ferramentas Manuais,18.88,49,925.12,ES,Boleto,Retirada,2022-06-16
0,Tesoura,Ferramentas Manuais,35.77,31,1108.87,ES,Pix,Retirada,2021-10-24
0,Corretivo,Cosméticos,73.91,33,2439.03,MG,Boleto,Sedex,2020-10-12
0,Perfume,Cosméticos,51.51,7,360.57,PR,Débito,Sedex,2015-02-01
0,Lápis de olho,Cosméticos,65.76,45,2959.2,ES,Crédito,Sedex,2021-11-17
0,Iluminador,Cosméticos,65.03,28,1820.84,MS,Pix,PAC,2011-09-10
0,Nível,Ferramentas Manuais,20.56,18,370.08,MG,Boleto,Retirada,2022-08-18
0,Banana,Alimentos,4.11,24,98.64,SP,Crédito,PAC,2016-08-13
0,Pregos,Ferramentas Manuais,27.02,46,1242.92,PR,Crédito,PAC,2010-01-09
0,Desodorante,Cosméticos,22.97,3,68.91,MS,Boleto,Sedex,2017-11-02
0,Chave estrela,Ferramentas Manuais,33.07,6,198.42,RJ,Pix,Sedex,2012-05-07
0,Geleia,Alimentos,9.94,8,79.52,ES,Boleto,Retirada,2020-04-16
0,Gorro,Roupas,59.9,49,2935.1,RJ,Pix,Sedex,2012-12-20
0,Chocolate,Alimentos,6.44,43,276.92,MS,Débito,Retirada,2018-03-26
0,Lápis de olho,Cosméticos,21.8,25,545.0,SP,Crédito,Sedex,2010-04-23
0,Banana,Alimentos,3.44,15,51.6,SP,Débito,PAC,2018-06-26
0,Enxada,Ferramentas Manuais,19.69,10,196.9,PR,Débito,PAC,2016-05-29
0,Gorro,Roupas,67.85,11,746.35,MS,Boleto,Retirada,2012-09-22
0,Serra,Ferramentas Manuais,44.62,44,1963.28,ES,Débito,Sedex,2021-11-26
0,Micro-ondas,Eletrodomésticos,2037.3,7,14261.1,MG,Boleto,Sedex,2016-10-21
0,Alho,Alimentos,12.0,47,564.0,SP,Crédito,Retirada,2020-06-24
0,Serra,Ferramentas Manuais,32.68,26,849.68,RJ,Pix,Retirada,2013-08-10
0,Formão,Ferramentas Manuais,44.18,4,176.72,ES,Débito,Sedex,2021-05-24
0,Boné,Roupas,285.27,11,3137.97,ES,Boleto,Sedex,2021-12-08
0,Esmalte,Cosméticos,45.53,50,2276.5,SP,Débito,Retirada,2016-03-27
0,Banana,Alimentos,6.41,3,19.23,MS,Boleto,PAC,2021-02-13
0,Blush,Cosméticos,56.16,40,2246.4,MG,Crédito,Sedex,2010-03-05
0,Base,Cosméticos,57.95,34,1970.3,MS,Pix,Sedex,2021-10-22
0,Ovo,Alimentos,1.7,38,64.6,MG,Débito,Sedex,2019-06-01
0,Pregos,Ferramentas Manuais,23.06,33,760.98,ES,Crédito,Retirada,2020-03-11
0,Boné,Roupas,220.59,43,9485.37,PR,Pix,Sedex,2014-02-09
0,Chave estrela,Ferramentas Manuais,15.78,45,710.1,MG,Boleto,PAC,2013-01-16
0,Ovo,Alimentos,6.38,9,57.42,RJ,Débito,PAC,2021-08-26
0,Sutiã,Roupas,76.57,4,306.28,ES,Débito,Retirada,2017-09-16
0,Sutiã,Roupas,257.63,27,6956.01,ES,Débito,PAC,2015-04-18
0,Iluminador,Cosméticos,47.33,32,1514.56,ES,Pix,Sedex,2020-10-31
0,Iluminador,Cosméticos,69.21,31,2145.51,RJ,Boleto,Sedex,2019-02-28
0,Sutiã,Roupas,246.11,30,7383.3,PR,Crédito,Sedex,2013-01-19
0,Aspirador de pó,Eletrodomésticos,2122.27,6,12733.62,SP,Débito,Retirada,2017-08-29
0,Vestido,Roupas,292.51,42,12285.42,SP,Pix,PAC,2013-07-12
0,Micro-ondas,Eletrodomésticos,770.61,10,7706.1,MG,Débito,Sedex,2019-12-06
0,Ovo,Alimentos,8.91,10,89.1,PR,Crédito,Retirada,2011-05-21
0,Chapéu,Roupas,146.26,29,4241.54,PR,Boleto,Sedex,2010-11-15
0,Bermuda,Roupas,220.07,3,660.21,SP,Boleto,Retirada,2017-02-17
0,Chocolate,Alimentos,6.82,9,61.38,MS,Pix,Sedex,2016-06-04
0,Cebola,Alimentos,8.5,11,93.5,SP,Pix,PAC,2019-11-16
0,Secadora de roupas,Eletrodomésticos,1316.39,32,42124.48,SP,Débito,PAC,2013-03-21
0,Base,Cosméticos,57.64,23,1325.72,PR,Boleto,Sedex,2011-01-26
0,Camiseta,Roupas,224.1,45,10084.5,SP,Débito,Sedex,2012-05-27
0,Camiseta,Roupas,114.95,21,2413.95,MS,Pix,Retirada,2020-05-23
0,Tomate,Alimentos,2.41,21,50.61,PR,Pix,PAC,2013-05-11
0,Tomate,Alimentos,9.01,5,45.05,PR,Pix,Retirada,2012-01-02
0,Cebola,Alimentos,1.62,36,58.32,PR,Débito,Sedex,2019-03-10
0,Chapéu,Roupas,231.39,43,9949.77,MG,Pix,PAC,2022-01-18
0,Ar-condicionado,Eletrodomésticos,1038.52,1,1038.52,MG,Crédito,Retirada,2022-08-04
0,Chave estrela,Ferramentas Manuais,31.8,37,1176.6,PR,Boleto,Retirada,2016-06-07
0,Forno elétrico,Eletrodomésticos,1963.41,20,39268.2,SP,Pix,Sedex,2013-03-17
0,Blush,Cosméticos,48.24,17,820.08,SP,Boleto,PAC,2021-06-16
0,Martelo,Ferramentas Manuais,41.15,7,288.05,PR,Pix,Sedex,2016-05-05
0,Perfume,Cosméticos,30.36,25,759.0,ES,Débito,PAC,2010-02-23
0,Serra,Ferramentas Manuais,43.69,31,1354.39,ES,Boleto,Retirada,2013-02-03
0,Meias,Roupas,169.97,14,2379.58,SP,Pix,Retirada,2022-12-04
0,Formão,Ferramentas Manuais,39.64,33,1308.12,MS,Débito,PAC,2014-09-13
0,Grampo,Ferramentas Manuais,10.26,6,61.56,PR,Boleto,Sedex,2017-11-15
0,Tomate,Alimentos,5.95,20,119.0,RJ,Crédito,Retirada,2021-08-25
0,Serra,Ferramentas Manuais,31.41,49,1539.09,MG,Boleto,Retirada,2017-10-02
0,Geleia,Alimentos,9.08,5,45.4,RJ,Boleto,Sedex,2013-08-12
0,Lápis de olho,Cosméticos,40.82,38,1551.16,MS,Crédito,PAC,2019-06-07
0,Shampoo,Cosméticos,20.18,4,80.72,MS,Crédito,Sedex,2020-11-14
0,Shampoo,Cosméticos,71.4,41,2927.4,RJ,Boleto,PAC,2015-09-07
0,Forno elétrico,Eletrodomésticos,2269.37,34,77158.58,MS,Pix,PAC,2014-09-12
0,Secadora de roupas,Eletrodomésticos,2603.04,40,104121.6,MS,Débito,Sedex,2014-08-11
0,Base,Cosméticos,52.25,36,1881.0,ES,Débito,Sedex,2019-12-26
0,Meias,Roupas,220.07,42,9242.94,PR,Boleto,Retirada,2020-07-16
0,Grampo,Ferramentas Manuais,22.88,33,755.04,SP,Débito,PAC,2014-02-23
0,Formão,Ferramentas Manuais,19.79,36,712.44,ES,Pix,PAC,2015-11-26
0,Fogão,Eletrodomésticos,1701.24,10,17012.4,PR,Débito,Retirada,2018-01-21
0,Chocolate,Alimentos,3.75,33,123.75,PR,Crédito,PAC,2020-12-28
0,Esmalte,Cosméticos,31.09,36,1119.24,ES,Boleto,Sedex,2015-03-16
0,Ar-condicionado,Eletrodomésticos,2467.73,24,59225.52,ES,Pix,Sedex,2017-08-16
0,Nível,Ferramentas Manuais,22.58,43,970.94,MS,Débito,Retirada,2015-08-25
0,Cebola,Alimentos,7.2,7,50.4,MS,Crédito,Sedex,2020-05-08
0,Jeans,Roupas,275.13,38,10454.94,PR,Pix,Sedex,2015-11-02
0,Cebola,Alimentos,9.99,41,409.59,MS,Crédito,Sedex,2012-09-08
0,Maçã,Alimentos,5.95,7,41.65,MG,Débito,Retirada,2013-04-03
0,Perfume,Cosméticos,72.19,20,1443.8,MS,Crédito,Sedex,2012-08-01
0,Perfume,Cosméticos,73.24,37,2709.88,MS,Débito,Retirada,2016-09-21
0,Corretivo,Cosméticos,50.65,41,2076.65,SP,Boleto,PAC,2015-04-08
0,Camiseta,Roupas,182.6,12,2191.2,MG,Pix,PAC,2021-11-07
0,Chapéu,Roupas,293.37,31,9094.47,RJ,Débito,Sedex,2022-12-22
0,Camiseta,Roupas,272.81,22,6001.82,ES,Débito,Retirada,2014-08-30
0,Bermuda,Roupas,66.1,35,2313.5,MG,Débito,Sedex,2020-02-21
0,Gorro,Roupas,277.51,20,5550.2,ES,Pix,Sedex,2016-06-12
0,Cebola,Alimentos,2.34,21,49.14,MG,Pix,Retirada,2014-02-09
0,Ar-condicionado,Eletrodomésticos,2014.24,7,14099.68,MS,Boleto,Retirada,2012-02-01
0,Forno elétrico,Eletrodomésticos,2888.08,10,28880.8,SP,Crédito,Retirada,2021-06-10
0,Tomate,Alimentos,2.99,32,95.68,PR,Pix,PAC,2021-06-07
0,Máquina de lavar roupa,Eletrodomésticos,2322.92,34,78979.28,PR,Boleto,PAC,2015-03-14
0,Lápis de olho,Cosméticos,70.54,1,70.54,RJ,Crédito,PAC,2013-03-27
0,Secadora de roupas,Eletrodomésticos,2692.05,48,129218.4,SP,Boleto,PAC,2020-02-11
0,Micro-ondas,Eletrodomésticos,2756.9,8,22055.2,ES,Crédito,Retirada,2017-12-05
0,Corretivo,Cosméticos,35.77,44,1573.88,SP,Débito,Sedex,2017-12-16
0,Grampo,Ferramentas Manuais,32.43,22,713.46,MS,Débito,Retirada,2015-10-05
0,Blush,Cosméticos,55.53,8,444.24,MS,Boleto,Retirada,2020-09-15
0,Blush,Cosméticos,38.47,32,1231.04,RJ,Débito,Sedex,2018-11-16
0,Grampo,Ferramentas Manuais,16.22,5,81.1,PR,Pix,PAC,2019-10-16
0,Luvas,Roupas,173.19,33,5715.27,SP,Débito,Sedex,2010-05-16
0,Lápis de olho,Cosméticos,72.08,13,937.04,MG,Crédito,Sedex,2021-07-03
0,Enxada,Ferramentas Manuais,37.1,4,148.4,ES,Pix,PAC,2012-05-07
0,Laranja,Alimentos,6.24,30,187.2,SP,Crédito,PAC,2016-04-12
0,Esquadro,Ferramentas Manuais,33.73,47,1585.31,RJ,Boleto,Retirada,2021-04-04
0,Pregos,Ferramentas Manuais,36.07,5,180.35,ES,Pix,Retirada,2015-08-21
0,Micro-ondas,Eletrodomésticos,2786.23,50,139311.5,MG,Boleto,PAC,2016-01-03
0,Ar-condicionado,Eletrodomésticos,859.42,41,35236.22,SP,Pix,Retirada,2016-04-27
0,Enxada,Ferramentas Manuais,19.47,5,97.35,PR,Crédito,PAC,2020-05-25
0,Serra,Ferramentas Manuais,46.83,45,2107.35,SP,Crédito,Retirada,2022-03-16
0,Esmalte,Cosméticos,74.7,28,2091.6,MS,Boleto,Sedex,2018-08-12
0,Forno elétrico,Eletrodomésticos,1611.99,21,33851.79,ES,Pix,Retirada,2013-09-07
0,Sutiã,Roupas,135.4,13,1760.2,MS,Débito,Retirada,2015-07-22
0,Tônico facial,Cosméticos,29.21,31,905.51,ES,Pix,Retirada,2019-10-08
0,Tomate,Alimentos,3.22,47,151.34,MG,Boleto,Sedex,2020-12-08
0,Chocolate,Alimentos,9.48,34,322.32,RJ,Débito,Sedex,2018-02-01
0,Corretivo,Cosméticos,41.14,37,1522.18,MS,Débito,Retirada,2015-09-16
0,Nível,Ferramentas Manuais,26.98,19,512.62,RJ,Débito,Sedex,2022-02-09
0,Desodorante,Cosméticos,37.66,48,1807.68,PR,Crédito,PAC,2014-05-30
0,Fogão,Eletrodomésticos,2852.14,44,125494.16,SP,Débito,Retirada,2015-02-03
0,Corretivo,Cosméticos,34.62,34,1177.08,MS,Pix,Sedex,2017-11-28
0,Secadora de roupas,Eletrodomésticos,1820.8,14,25491.2,SP,Pix,Sedex,2012-09-10
0,Máquina de lavar roupa,Eletrodomésticos,1582.98,15,23744.7,SP,Crédito,Sedex,2017-05-26
0,Tesoura,Ferramentas Manuais,31.25,23,718.75,SP,Débito,Retirada,2016-07-13
0,Ovo,Alimentos,5.39,4,21.56,ES,Débito,Sedex,2014-06-10
0,Esquadro,Ferramentas Manuais,21.92,26,569.92,MS,Pix,Sedex,2016-03-22
0,Meias,Roupas,175.51,39,6844.89,RJ,Boleto,Sedex,2014-02-13
0,Pregos,Ferramentas Manuais,44.62,8,356.96,MG,Crédito,Sedex,2018-03-24
0,Shampoo,Cosméticos,44.67,50,2233.5,MS,Pix,PAC,2019-01-05
0,Chocolate,Alimentos,9.72,37,359.64,SP,Boleto,PAC,2018-04-27
0,Banana,Alimentos,1.1,10,11.0,PR,Pix,Sedex,2017-11-01
0,Grampo,Ferramentas Manuais,40.48,46,1862.08,ES,Pix,Retirada,2012-01-01
0,Gorro,Roupas,161.41,3,484.23,PR,Pix,PAC,2017-06-09
0,Jeans,Roupas,214.4,49,10505.6,MS,Débito,PAC,2011-11-06
0,Meias,Roupas,124.48,6,746.88,RJ,Boleto,Retirada,2020-03-09
0,Enxada,Ferramentas Manuais,24.19,13,314.47,RJ,Boleto,Retirada,2013-04-18
0,Martelo,Ferramentas Manuais,37.41,30,1122.3,MG,Débito,PAC,2011-09-01
0,Cebola,Alimentos,1.07,8,8.56,SP,Crédito,Retirada,2021-10-24
0,Micro-ondas,Eletrodomésticos,922.84,47,43373.48,PR,Débito,Sedex,2022-04-23
0,Boné,Roupas,128.5,30,3855.0,MS,Débito,Sedex,2012-10-14
0,Tônico facial,Cosméticos,38.31,50,1915.5,MG,Pix,Sedex,2014-06-10
0,Cebola,Alimentos,4.08,14,57.12,PR,Pix,Sedex,2019-10-30
0,Chocolate,Alimentos,1.5,13,19.5,MG,Crédito,PAC,2017-08-19
0,Camiseta,Roupas,145.87,42,6126.54,MS,Crédito,Sedex,2019-03-26
0,Pregos,Ferramentas Manuais,22.04,42,925.68,PR,Crédito,Sedex,2020-08-06
0,Tesoura,Ferramentas Manuais,30.92,31,958.52,PR,Pix,Retirada,2022-04-27
0,Blush,Cosméticos,57.84,40,2313.6,ES,Boleto,Sedex,2018-05-31
0,Esmalte,Cosméticos,26.83,22,590.26,SP,Débito,Retirada,2010-07-11
0,Camiseta,Roupas,269.53,34,9164.02,PR,Pix,PAC,2015-05-10
0,Torradeira,Eletrodomésticos,1980.5,30,59415.0,RJ,Pix,Sedex,2020-11-23
0,Bermuda,Roupas,263.71,1,263.71,PR,Crédito,Retirada,2014-02-28
0,Laranja,Alimentos,2.93,27,79.11,SP,Boleto,PAC,2017-05-30
0,Chocolate,Alimentos,8.01,3,24.03,MS,Débito,Retirada,2015-06-01
0,Esquadro,Ferramentas Manuais,20.87,19,396.53,SP,Boleto,PAC,2010-08-21
0,Chave estrela,Ferramentas Manuais,13.72,5,68.6,MS,Boleto,PAC,2017-02-28
0,Camiseta,Roupas,137.46,49,6735.54,PR,Débito,PAC,2018-06-13
0,Blush,Cosméticos,45.03,29,1305.87,PR,Boleto,PAC,2012-05-20
0,Chave estrela,Ferramentas Manuais,49.59,34,1686.06,ES,Débito,Retirada,2013-02-26
0,Sutiã,Roupas,77.64,43,3338.52,MG,Pix,Retirada,2017-10-13
0,Esmalte,Cosméticos,27.91,35,976.85,MS,Boleto,Retirada,2013-01-21
0,Chapéu,Roupas,222.13,3,666.39,PR,Débito,PAC,2022-07-17
0,Chapéu,Roupas,70.41,17,1196.97,MG,Pix,PAC,2012-12-24
0,Pregos,Ferramentas Manuais,15.46,24,371.04,MG,Débito,PAC,2017-09-04
0,Corretivo,Cosméticos,35.89,29,1040.81,MG,Boleto,Sedex,2019-08-25
0,Geleia,Alimentos,3.31,45,148.95,MS,Débito,Retirada,2010-03-16
0,Laranja,Alimentos,3.25,42,136.5,PR,Pix,Sedex,2017-05-09
0,Boné,Roupas,69.06,3,207.18,SP,Boleto,Retirada,2017-07-01
0,Ar-condicionado,Eletrodomésticos,642.2,20,12844.0,MS,Boleto,Sedex,2019-03-16
0,Grampo,Ferramentas Manuais,19.55,6,117.3,RJ,Crédito,PAC,2021-02-01
0,Pregos,Ferramentas Manuais,47.39,12,568.68,RJ,Boleto,Retirada,2010-06-25
0,Boné,Roupas,140.1,29,4062.9,SP,Débito,PAC,2021-01-11
0,Chave estrela,Ferramentas Manuais,27.67,22,608.74,MG,Boleto,PAC,2011-01-01
0,Maçã,Alimentos,9.46,38,359.48,MS,Crédito,Retirada,2022-12-20
0,Secadora de roupas,Eletrodomésticos,921.76,44,40557.44,ES,Crédito,Retirada,2014-06-20
0,Fogão,Eletrodomésticos,1071.49,48,51431.52,RJ,Débito,Sedex,2011-04-26
0,Nível,Ferramentas Manuais,30.44,14,426.16,MG,Débito,Retirada,2013-11-15
0,Chave estrela,Ferramentas Manuais,49.35,7,345.45,MS,Crédito,PAC,2015-01-18
0,Jeans,Roupas,145.14,2,290.28,RJ,Débito,PAC,2021-05-12
0,Secadora de roupas,Eletrodomésticos,2888.04,48,138625.92,ES,Pix,PAC,2017-12-21
0,Maçã,Alimentos,1.76,37,65.12,PR,Boleto,Retirada,2014-10-19
0,Esquadro,Ferramentas Manuais,45.31,45,2038.95,MS,Crédito,PAC,2018-08-10
0,Boné,Roupas,55.0,13,715.0,PR,Boleto,Sedex,2017-01-05
0,Martelo,Ferramentas Manuais,47.09,23,1083.07,ES,Débito,PAC,2019-03-28
0,Bermuda,Roupas,110.61,8,884.88,ES,Débito,Retirada,2020-12-31
0,Alho,Alimentos,5.64,38,214.32,ES,Crédito,PAC,2015-07-05
0,Secadora de roupas,Eletrodomésticos,644.89,33,21281.37,RJ,Pix,Retirada,2015-07-06
0,Grampo,Ferramentas Manuais,28.46,16,455.36,SP,Crédito,PAC,2015-12-21
0,Banana,Alimentos,2.17,12,26.04,MG,Crédito,Sedex,2013-05-03
0,Sutiã,Roupas,267.36,29,7753.44,PR,Boleto,Sedex,2018-03-27
0,Maçã,Alimentos,6.11,46,281.06,PR,Boleto,Sedex,2021-12-20
0,Maçã,Alimentos,1.1,49,53.9,ES,Crédito,Retirada,2019-01-21
0,Meias,Roupas,95.04,2,190.08,PR,Débito,PAC,2010-05-20
0,Meias,Roupas,197.57,19,3753.83,PR,Boleto,PAC,2013-10-10
0,Vestido,Roupas,83.8,50,4190.0,MG,Crédito,Retirada,2014-10-14
0,Ovo,Alimentos,10.13,19,192.47,RJ,Débito,Retirada,2021-10-31
0,Aspirador de pó,Eletrodomésticos,2634.03,46,121165.38,RJ,Pix,Sedex,2011-08-02
0,Luvas,Roupas,158.42,41,6495.22,ES,Pix,PAC,2020-03-03
0,Boné,Roupas,239.22,1,239.22,ES,Débito,Sedex,2020-10-26
0,Geleia,Alimentos,1.31,14,18.34,ES,Boleto,Retirada,2013-06-04
0,Vestido,Roupas,121.23,6,727.38,MG,Crédito,Sedex,2017-01-11
0,Cebola,Alimentos,10.94,38,415.72,SP,Débito,Sedex,2020-05-27
0,Cebola,Alimentos,6.29,10,62.9,PR,Pix,PAC,2010-05-28
0,Geladeira,Eletrodomésticos,831.77,30,24953.1,MG,Pix,PAC,2018-09-15
0,Jeans,Roupas,140.55,28,3935.4,RJ,Crédito,Sedex,2014-10-03
0,Forno elétrico,Eletrodomésticos,1580.0,45,71100.0,SP,Crédito,Sedex,2021-03-06
0,Chapéu,Roupas,126.45,24,3034.8,MS,Boleto,Retirada,2017-05-04
0,Corretivo,Cosméticos,67.58,10,675.8,MS,Pix,Retirada,2010-11-15
0,Chocolate,Alimentos,1.65,7,11.55,PR,Pix,Retirada,2010-12-29
0,Chapéu,Roupas,218.91,44,9632.04,PR,Débito,Sedex,2014-11-26
0,Tomate,Alimentos,11.82,44,520.08,MG,Boleto,Retirada,2014-09-05
0,Bermuda,Roupas,65.52,24,1572.48,MG,Pix,PAC,2012-01-29
0,Máquina de lavar roupa,Eletrodomésticos,2902.38,31,89973.78,MS,Crédito,PAC,2021-11-13
0,Nível,Ferramentas Manuais,18.38,27,496.26,ES,Débito,Sedex,2014-08-16
0,Formão,Ferramentas Manuais,47.89,1,47.89,MG,Débito,Sedex,2016-08-04
0,Grampo,Ferramentas Manuais,30.43,14,426.02,SP,Crédito,Sedex,2012-03-16
0,Fogão,Eletrodomésticos,2429.62,50,121481.0,MG,Crédito,PAC,2010-12-17
0,Chave estrela,Ferramentas Manuais,14.59,41,598.19,SP,Boleto,PAC,2018-08-03
0,Ovo,Alimentos,9.38,49,459.62,MG,Boleto,Retirada,2012-05-20
0,Fogão,Eletrodomésticos,2222.43,36,80007.48,PR,Débito,PAC,2018-07-01
0,Chocolate,Alimentos,6.01,26,156.26,MS,Pix,Sedex,2015-03-28
0,Grampo,Ferramentas Manuais,15.44,19,293.36,SP,Boleto,Retirada,2012-02-24
0,Grampo,Ferramentas Manuais,28.88,47,1357.36,MG,Crédito,Retirada,2014-10-07
0,Iluminador,Cosméticos,61.31,32,1961.92,SP,Crédito,PAC,2019-10-25
0,Formão,Ferramentas Manuais,10.39,30,311.7,SP,Pix,Sedex,2011-08-08
0,Ovo,Alimentos,1.15,22,25.3,MS,Pix,Sedex,2017-06-13
0,Uva,Alimentos,1.24,8,9.92,PR,Crédito,Sedex,2021-12-06
0,Jeans,Roupas,267.28,29,7751.12,RJ,Boleto,Retirada,2013-07-18
0,Micro-ondas,Eletrodomésticos,586.79,12,7041.48,RJ,Débito,PAC,2011-04-28
0,Maçã,Alimentos,2.74,21,57.54,SP,Crédito,Retirada,2017-03-17
0,Formão,Ferramentas Manuais,41.38,50,2069.0,SP,Pix,Sedex,2013-03-13
0,Torradeira,Eletrodomésticos,858.83,32,27482.56,PR,Boleto,PAC,2012-02-06
0,Lápis de olho,Cosméticos,65.62,3,196.86,PR,Crédito,Retirada,2019-01-22
0,Banana,Alimentos,10.99,2,21.98,ES,Crédito,Sedex,2016-08-04
0,Lápis de olho,Cosméticos,21.43,38,814.34,PR,Crédito,PAC,2013-01-18
0,Chapéu,Roupas,109.92,9,989.28,SP,Boleto,PAC,2020-11-29
0,Boné,Roupas,260.0,36,9360.0,MG,Débito,Retirada,2017-07-29
0,Blush,Cosméticos,33.7,17,572.9,ES,Débito,Sedex,2022-05-05
0,Forno elétrico,Eletrodomésticos,728.11,30,21843.3,SP,Débito,Sedex,2011-09-03
0,Pregos,Ferramentas Manuais,49.66,15,744.9,SP,Débito,Sedex,2010-05-04
0,Base,Cosméticos,42.31,36,1523.16,RJ,Boleto,PAC,2011-02-20
0,Bermuda,Roupas,293.87,17,4995.79,SP,Débito,PAC,2022-03-12
0,Lápis de olho,Cosméticos,26.76,26,695.76,SP,Boleto,Retirada,2016-04-23
0,Base,Cosméticos,49.18,1,49.18,PR,Boleto,PAC,2020-10-21
0,Boné,Roupas,54.85,13,713.05,RJ,Pix,PAC,2016-10-17
0,Iluminador,Cosméticos,39.05,30,1171.5,MG,Débito,PAC,2021-06-02
0,Vestido,Roupas,119.11,30,3573.3,MS,Crédito,Sedex,2021-02-04
0,Uva,Alimentos,3.26,38,123.88,PR,Pix,PAC,2017-05-15
0,Esquadro,Ferramentas Manuais,49.85,3,149.55,SP,Pix,PAC,2022-09-14
0,Base,Cosméticos,59.17,44,2603.48,PR,Boleto,Retirada,2019-02-25
0,Desodorante,Cosméticos,23.9,41,979.9,RJ,Débito,PAC,2011-03-18
